अ	[सं.] ना.
रिटिक्क	क्रि.वि. [अ.मू. रिटिक्+क]
रिटिङरिटिङ	क्रियाविशेषण [अमू. (द्वि.) रिटिङ]
रिट्की	नाम
रिट्को	नाम
रिट्ठ	वि. [रिट्ठो+ए]
रिट्ठे	विशेषण [रिट्ठो+ए]
रिट्ठे झाँक्री	ना.
रिट्ठे नबिराई	टु.
रिट्ठे भुमरी	ना.
रिट्ठेझाँक्री	नाम
रिट्ठेभुमरी	नाम
रिट्ठो	ना. [प्रा. अरिट्ठो]
रिट्ठो नबिराउनु	टुक्का
रिट्नु	सकर्मक क्रिया [रिट्+नु]
रिठाट	नाम
रिठ्या	विशेषण
रिडाइ	ना. [√रिङ् (आइ)]
रिडाउनु	प्रे.क्रि.
रिडिनु	अ.क्रि.
रिडी	ना.
रिड्नु	अ.क्रि. [√रिंग्नु]
रिड्याउनो	विशेषण
रिढ	नाम
रित	ना. [सं. रीति]
रितभाँत	ना.
रितरोह	ना.
रित्तिनु	अ.क्रि. [रित्तो+इनु]
रित्तो	वि. [सं. रिक्त]
रित्तो फुक्लो	वि.
रित्तोफुक्लो	विशेषण
रित्त्याइ	ना.
रित्त्याइनु	क.क्रि.
रित्थ्या	नाम
रित्याउनु	प्रे.क्रि.
रिथ	नाम
रिथिनी	नाम
रिथी	नाम
रिदली	नाम [रा.]
रिधाइ	ना.
रिधाइनु	क.क्रि.
रिधाउनु	प्रे.क्रि.
रिन	ना. [सं. ऋण]
रिनधन	ना.
रिनाङ	नाम [रा.]
रिनाम्छा	नाम [रा.]
रिनाहा	वि.
रिनाहान्छा	नाम [रा.]
रिनाही	वि.
रिनिक	नाम [मने.]
रिनी	वि. [रिन+ई]
रिनीधनी	वि.
रिन्ची	नाम
रिन्जाली	नाम [मग.]
रिन्या	विशेषण
रिन्हो	नाम [रा.]
रिप	ना. [सं.]
रिपाकी	नाम [रिकापी]
रिपिट	नाम
रिपिट ठोक्नु	सकर्मक क्रिया
रिपिती	नाम [रा.]
रिपु	ना. [सं.]
रिपुता	नाम [सं.]
रिपोट	नाम [अङ्.]
रिपोट/रिपोर्ट	ना. [अङ.]
रिपोर्ट	नाम [अङ्.]
रिपोर्ट दस्तुर	ना.
रिपोर्टदस्तुर	नाम
रिपोर्टर	ना.
रिप्दोच्यो	नाम [रा.]
रिप्यान	नाम
रिप्लचु	नाम [रा.]
रिफर्म	नाम [अङ्.]
रिफेल	नाम [अङ्.]
रिबडा	नाम
रिबन	ना. [अङ.]
रिबाज	नाम [अ.]
रिबिती	नाम [रा.]
रिबिलिङछा	नाम [रा.]
रिब्दीकोट	नाम [मग.]
रिभल्भर	ना. [अङ.]
रिभ्यु	नाम [अङ्.]
रिम	ना. [अङ.]
रिमझिम	ना. [अ.मू. रिम्+झम्]
रिमझिमाउनु	अकर्मक क्रिया
रिमठिम	ना.
रिमरिम	क्रि.वि. [अ.मू. रिम्+अ (द्वि.)]
रिमरिमे	वि.
रिमा	ना.
रिमाल	नाम
रिमाली	नाम [मग.]
रिमिक्स	नाम [अङ्.]
रिमियल	नाम [मग.]
रिमीझिमी	ना. [रिमझिम]
रिमै	ना.
रिमोट कन्ट्रोल	ना. [अङ.]
रिम्ट	ना.
रिम्टनु	अ.क्रि.
रिम्टाइ	ना.
रिम्टाइनु	क.क्रि.
रिम्टाउनु	प्रे.क्रि.
रिम्टिनु	अ.क्रि.
रिम्टी	नाम
रिम्दुङ	नाम [रा.]
रिम्पोचे	नाम
रिम्पोछे	नाम
रिम्बोर्छ	ना. [भो.ब.]
रिम्बोर्छे	नाम [भोब.]
रिम्मी	नाम
रियल	नाम
रियाज	ना. [अ. रियाजत]
रियाजी	वि.
रियामू	नाम [रा.]
रियायत	नाम [अ.]
रियायती	विशेषण [रियायत+ई]
रियासत	ना. [अ.]
रियासती	वि.
रिल	ना. [अङ. रील ]
रिला	नाम
रिलिफ	नाम [अङ्.]
रिले	नाम [आ.]
रिल्दे	नाम [गु.]
रिल्दोक	नाम [शे.]
रिल्ली	नाम [गु.]
रिल्वाङ	नाम [रा.]
रिवाज	ना. [अ.]
रिश्वत	ना. [अ.]
रिस	ना. [सं. रोष]
रिस थाम्नु	टुक्का
रिस फेर्नु	टुक्का
रिसको पुरी	टुक्का
रिसको पोका	वि.
रिसको पोको	टुक्का
रिसङ्च्यो	नाम [रा.]
रिसराग	नाम
रिसर्च	नाम [अङ्.]
रिसल्ला	ना. [अ. रिसाल]
रिसवत	ना. [अ. रिश्वत]
रिसाइ	ना. [√रिसाउ (+आइ)]
रिसाइनु	अ.क्रि.
रिसाइल	विशेषण [था.]
रिसाउनु	अ.क्रि. [रिस+आउनु]
रिसान	क्रिया
रिसानी	ना. [रिस+आनी]]
रिसायत	नाम
रिसारिस	ना. [रिसा+रिस]
रिसाल	नाम
रिसाहा	वि. [रिस+आहा]
रिसाही	नाम
रिसिनु	अ.क्रि. [रिस+इनु]
रिसिभर	ना. [अङ.]
रिसिया	नाम [कि.]
